"","ENSEMBL","SYMBOL","Length"
"28584","ENSG00000249992","TMEM158",1813
"28585","ENSG00000249993","BFSP2-AS1",894
"28598","ENSG00000250050","MTND4P9",1346
"28601","ENSG00000250067","YJEFN3",2959
"28603","ENSG00000250073","ESAM-AS1",1538
"28604","ENSG00000250075","LOC101927237",2286
"28612","ENSG00000250116","RHOQ-AS1",1519
"28617","ENSG00000250138","LOC728488",4437
"28621","ENSG00000250155","LOC107986412",1159
"28641","ENSG00000250251","PKD1P6",6015
"28643","ENSG00000250254","PTTG2",691
"28647","ENSG00000250274","LOC100128059",2182
"28650","ENSG00000250295","RDH10-AS1",3801
"28654","ENSG00000250303","LINC02762",5018
"28655","ENSG00000250305","TRMT9B",14668
"28658","ENSG00000250312","ZNF718",4118
"28659","ENSG00000250317","SMIM20",1612
"28660","ENSG00000250318","RPL13AP26",612
"28662","ENSG00000250326","LOC105377623",1016
"28666","ENSG00000250334","LINC00989",2231
"28674","ENSG00000250365","HEATR5A-DT",1791
"28675","ENSG00000250366","TUNAR",3478
"28700","ENSG00000250471","GMPSP1",579
"28707","ENSG00000250486","FAM218A",2175
"28708","ENSG00000250490","LINC02145",2923
"28709","ENSG00000250492","INTS6P1",2530
"28713","ENSG00000250506","CDK3",1803
"28714","ENSG00000250508","LINC02701",3252
"28715","ENSG00000250510","GPR162",3295
"28720","ENSG00000250539","KRT8P33",1423
"28723","ENSG00000250548","LINC01303",5148
"28727","ENSG00000250565","ATP6V1E2",5283
"28728","ENSG00000250569","NTAN1P2",940
"28729","ENSG00000250571","GLI4",3057
"28738","ENSG00000250608","NUDT16-DT",4200
"28744","ENSG00000250635","CXXC5-AS1",577
"28747","ENSG00000250654","LOC100240735",1390
"28751","ENSG00000250673","REELD1",397
"28756","ENSG00000250696","LOC105377267",3025
"28763","ENSG00000250722","SELENOP",5688
"28768","ENSG00000250742","LINC02381",1369
"28770","ENSG00000250746","LOC100288073",2057
"28774","ENSG00000250771","LOC100419170",3277
"28781","ENSG00000250802","ZBED3-AS1",6183
"28796","ENSG00000250859","HNRNPKP1",1379
"28799","ENSG00000250878","METTL21EP",2337
"28802","ENSG00000250892","LOC100288172",950
"28806","ENSG00000250910","LOC102724776",5379
"28817","ENSG00000250959","GLUD1P3",1028
"28820","ENSG00000250988","SNHG21",1053
"28821","ENSG00000251002","LOC105370401",3284
"28824","ENSG00000251013","GAPDHP62",990
"28826","ENSG00000251015","SLC25A30-AS1",701
"28829","ENSG00000251022","THAP9-AS1",4397
"28843","ENSG00000251102","CTBP2P4",920
"28847","ENSG00000251136","RIPK2-DT",7481
"28849","ENSG00000251143","LOC100128494",4233
"28853","ENSG00000251158","LOC728506",4332
"28862","ENSG00000251179","TMEM92-AS1",750
"28865","ENSG00000251192","ZNF674",6203
"28866","ENSG00000251201","TMED7-TICAM2",3728
"28883","ENSG00000251247","ZNF345",4738
"28891","ENSG00000251287","ALG1L2",1499
"28894","ENSG00000251301","LINC02384",2695
"28900","ENSG00000251322","SHANK3",7455
"28901","ENSG00000251323","LINC02728",1642
"28904","ENSG00000251332","PSME2P4",710
"28915","ENSG00000251364","LOC100506258",7284
"28917","ENSG00000251369","ZNF550",5087
"28930","ENSG00000251429","AIDAP2",3616
"28932","ENSG00000251432","LINC02615",3283
"28933","ENSG00000251441","RTEL1P1",3685
"28936","ENSG00000251450","RASGRF2-AS1",1166
"28937","ENSG00000251451","GTF2IP9",301
"28941","ENSG00000251474","RPL32P3",4504
"28945","ENSG00000251493","FOXD1",2458
"28959","ENSG00000251546","IGKV1D-39",376
"28961","ENSG00000251562","MALAT1",8755
"28971","ENSG00000251580","LINC02482",422
"28973","ENSG00000251595","ABCA11P",2790
"28974","ENSG00000251596","HADHAP1",2284
"28977","ENSG00000251600","LOC101927636",1921
"28978","ENSG00000251602","LOC100507437",2279
"28991","ENSG00000251667","BRCC3P1",951
"28992","ENSG00000251669","FAM86EP",3476
"28997","ENSG00000251692","PTX4",1688
"29004","ENSG00000251706","RNU7-61P",61
"29019","ENSG00000251733","SCARNA8",131
"29020","ENSG00000251739","RNU6-1053P",101
"29041","ENSG00000251768","RNA5SP217",91
"29052","ENSG00000251791","SCARNA6",265
"29053","ENSG00000251794","RNU6-237P",71
"29063","ENSG00000251819","RNU6-322P",103
"29091","ENSG00000251880","RNU7-75P",62
"29123","ENSG00000251934","RNU6-1143P",104
"29136","ENSG00000251957","RNU6-1095P",108
"29141","ENSG00000251971","RNU6-1333P",93
"29153","ENSG00000251988","RNU4ATAC18P",126
"29155","ENSG00000251991","RNU7-49P",62
"29157","ENSG00000251994","RNU2-27P",142
"29165","ENSG00000252010","SCARNA5",276
"29171","ENSG00000252019","RNU6ATAC9P",116
"29174","ENSG00000252026","RNU6-1262P",96
"29182","ENSG00000252034","RNY4P37",96
"29192","ENSG00000252060","RNA5SP464",108
"29193","ENSG00000252061","RNU6-415P",97
"29217","ENSG00000252103","RNU6-917P",104
"29226","ENSG00000252118","RNU6ATAC39P",149
"29247","ENSG00000252164","RNA5SP282",108
"29251","ENSG00000252172","RNU6-720P",108
"29263","ENSG00000252206","RNU7-40P",64
"29271","ENSG00000252222","RNU7-13P",62
"29277","ENSG00000252242","RNU7-115P",55
"29279","ENSG00000252244","RNU7-3P",62
"29293","ENSG00000252269","RNU4ATAC12P",113
"29306","ENSG00000252297","RNU6-875P",106
"29310","ENSG00000252311","RNU1-103P",125
"29336","ENSG00000252355","RN7SKP287",266
"29338","ENSG00000252361","RNU6-118P",102
"29348","ENSG00000252376","RNA5SP395",118
"29354","ENSG00000252391","RNU6-638P",104
"29364","ENSG00000252414","RNU6-100P",106
"29382","ENSG00000252456","RNA5SP434",121
"29386","ENSG00000252464","RN7SKP70",271
"29393","ENSG00000252474","RNU6-539P",103
"29397","ENSG00000252481","SCARNA13",275
"29408","ENSG00000252498","RNU6-1016P",94
"29411","ENSG00000252503","RNU6-531P",104
"29421","ENSG00000252516","RNA5SP82",92
"29437","ENSG00000252552","RNU6-307P",106
"29466","ENSG00000252614","RNU6-807P",107
"29469","ENSG00000252620","RNU6ATAC24P",135
"29500","ENSG00000252680","RNA5SP449",130
"29513","ENSG00000252707","RNU11-2P",142
"29548","ENSG00000252768","RNU6-856P",98
"29555","ENSG00000252782","RNU6-341P",96
"29576","ENSG00000252835","SCARNA21",139
"29585","ENSG00000252859","RNU6-375P",100
"29602","ENSG00000252892","RNU6-548P",115
"29614","ENSG00000252916","RNU6-762P",102
"29618","ENSG00000252929","RNU6-218P",105
"29621","ENSG00000252933","RNU6-1223P",104
"29630","ENSG00000252947","SCARNA1",166
"29665","ENSG00000253005","RNU6-176P",105
"29676","ENSG00000253024","RNU6-1238P",102
"29686","ENSG00000253043","RNU7-181P",74
"29731","ENSG00000253159","PCDHGA12",4815
"29734","ENSG00000253167","WASHC5-AS1",587
"29748","ENSG00000253214","LOC105375924",1136
"29759","ENSG00000253250","C8orf88",894
"29760","ENSG00000253251","SHLD3",1964
"29763","ENSG00000253276","CCDC71L",4232
"29770","ENSG00000253293","HOXA10",3707
"29777","ENSG00000253305","PCDHGB6",6782
"29778","ENSG00000253309","SERPINE3",2608
"29785","ENSG00000253327","RAD21-AS1",2010
"29786","ENSG00000253328","SUMO2P19",295
"29791","ENSG00000253352","TUG1",6793
"29795","ENSG00000253368","TRNP1",1976
"29800","ENSG00000253394","LINC00534",1354
"29804","ENSG00000253409","TRBV7-4",347
"29816","ENSG00000253437","RNU6-988P",107
"29817","ENSG00000253438","PCAT1",2315
"29823","ENSG00000253457","SMIM18",955
"29831","ENSG00000253485","PCDHGA5",5733
"29842","ENSG00000253506","NACA2",777
"29846","ENSG00000253522","MIR3142HG",2301
"29849","ENSG00000253537","PCDHGA7",5443
"29858","ENSG00000253558","LOC100422441",2260
"29863","ENSG00000253582","OXR1-AS1",504
"29869","ENSG00000253598","SLC10A5",2568
"29876","ENSG00000253618","GRPEL2-AS1",401
"29878","ENSG00000253626","EIF5AL1",3840
"29879","ENSG00000253633","LOC107986898",1231
"29883","ENSG00000253641","LINCR-0001",1271
"29903","ENSG00000253704","VIRMA-DT",1789
"29906","ENSG00000253710","ALG11",7716
"29908","ENSG00000253716","MINCR",1405
"29909","ENSG00000253719","ATXN7L3B",7604
"29912","ENSG00000253729","PRKDC",15417
"29913","ENSG00000253731","PCDHGA6",7910
"29917","ENSG00000253738","OTUD6B-AS1",6009
"29918","ENSG00000253739","RNU6-323P",107
"29919","ENSG00000253741","LNCOC1",5684
"29931","ENSG00000253767","PCDHGA8",8661
"29933","ENSG00000253773","CFAP418-AS1",1445
"29943","ENSG00000253797","UTP14C",5529
"29950","ENSG00000253831","ETV3L",1976
"29951","ENSG00000253833","DSTNP3",391
"29952","ENSG00000253837","LOC100507156",4798
"29953","ENSG00000253846","PCDHGA10",6643
"29958","ENSG00000253873","PCDHGA11",5814
"29960","ENSG00000253882","LOC154761",3625
"29967","ENSG00000253910","PCDHGB2",4769
"29976","ENSG00000253948","VPS13B-DT",380
"29978","ENSG00000253953","PCDHGB4",6906
"29979","ENSG00000253955","LOC285593",3014
"29981","ENSG00000253958","CLDN23",2169
"29988","ENSG00000253981","ALG1L13P",1447
"29994","ENSG00000253998","IGKV2-29",372
"29995","ENSG00000254003","SRI-AS1",576
"29996","ENSG00000254004","ZNF260",5952
"30001","ENSG00000254016","ALG1L10P",424
"30002","ENSG00000254017","IGHEP2",1256
"30003","ENSG00000254019","LOC105375787",584
"30016","ENSG00000254064","PIWIL2-DT",515
"30022","ENSG00000254087","LYN",6185
"30024","ENSG00000254093","PINX1",2802
"30031","ENSG00000254122","PCDHGB7",4966
"30033","ENSG00000254126","CD8B2",633
"30052","ENSG00000254206","NPIPB11",4398
"30060","ENSG00000254231","WWP1-AS1",1673
"30061","ENSG00000254233","LINC02365",1268
"30070","ENSG00000254266","PKIA-AS1",2656
"30093","ENSG00000254363","LOC101929719",6140
"30098","ENSG00000254389","RHPN1-AS1",1918
"30108","ENSG00000254413","CHKB-CPT1B",5022
"30109","ENSG00000254415","SIGLEC14",2082
"30112","ENSG00000254427","LINC02696",1380
"30119","ENSG00000254463","PPIAP41",480
"30122","ENSG00000254469","XNDC1N",3651
"30123","ENSG00000254470","AP5B1",4811
"30126","ENSG00000254473","UBQLN1-AS1",1134
"30135","ENSG00000254503","HMGB3P29",1258
"30136","ENSG00000254505","CHMP4A",2413
"30140","ENSG00000254521","SIGLEC12",2201
"30144","ENSG00000254531","FLJ20021",790
"30161","ENSG00000254598","CSNK2A3",1416
"30164","ENSG00000254612","DNAJB6P1",742
"30165","ENSG00000254614","LOC728975",1791
"30169","ENSG00000254634","SMG1P6",2930
"30185","ENSG00000254681","PKD1P5",10291
"30188","ENSG00000254685","FPGT",4180
"30192","ENSG00000254703","SENCR",1298
"30193","ENSG00000254704","LOC643709",2148
"30194","ENSG00000254709","IGLL5",2472
"30196","ENSG00000254718","LOC101927702",3154
"30200","ENSG00000254726","MEX3A",6124
"30208","ENSG00000254759","NAP1L1P1",1063
"30215","ENSG00000254783","LOC100289518",742
"30221","ENSG00000254806","SYS1-DBNDD2",1402
"30227","ENSG00000254827","SLC22A18AS",1782
"30231","ENSG00000254837","LOC100287896",2493
"30232","ENSG00000254838","GVINP1",8438
"30239","ENSG00000254858","MPV17L2",2135
"30240","ENSG00000254860","TMEM9B-AS1",1162
"30245","ENSG00000254876","SUGT1P4-STRA6LP",3701
"30246","ENSG00000254877","LOC100422398",696
"30248","ENSG00000254887","POU2F2-AS1",897
"30251","ENSG00000254901","BORCS8",5372
"30253","ENSG00000254911","SCARNA9",353
"30254","ENSG00000254911","SCARNA9L",353
"30272","ENSG00000254965","C1DP5",383
"30274","ENSG00000254986","DPP3",3977
"30276","ENSG00000254995","STX16-NPEPL1",3859
"30277","ENSG00000254996","ANKHD1-EIF4EBP3",11385
"30278","ENSG00000254997","KRTAP5-9",1136
"30279","ENSG00000254999","BRK1",1233
"30280","ENSG00000255002","LINC02324",1442
"30288","ENSG00000255036","SUGT1P4-STRA6LP-CCDC180",7116
"30289","ENSG00000255042","SEPTIN7P11",360
"30293","ENSG00000255052","LOC112268389",918
"30312","ENSG00000255112","CHMP1B",3054
"30320","ENSG00000255150","EID3",1464
"30321","ENSG00000255151","GLYATL1B",909
"30323","ENSG00000255153","TOLLIP-DT",939
"30324","ENSG00000255154","HTD2",2119
"30334","ENSG00000255185","PDXDC2P",2707
"30335","ENSG00000255189","GLYATL1P1",1607
"30338","ENSG00000255198","SNHG9",551
"30345","ENSG00000255221","CARD17",466
"30350","ENSG00000255240","LOC283194",3698
"30364","ENSG00000255284","LOC171391",1059
"30369","ENSG00000255302","EID1",2298
"30380","ENSG00000255337","TMEM123-DT",692
"30388","ENSG00000255367","LOC101927708",1377
"30399","ENSG00000255398","HCAR3",2137
"30407","ENSG00000255422","LOC105369519",425
"30408","ENSG00000255423","EBLN2",1679
"30413","ENSG00000255435","TTC36-AS1",1054
"30420","ENSG00000255468","LOC102724064",1540
"30421","ENSG00000255474","GAU1",1249
"30433","ENSG00000255507","UVRAG-DT",1526
"30438","ENSG00000255517","DPP3-DT",2057
"30439","ENSG00000255521","LOC100507144",1214
"30440","ENSG00000255524","NPIPB8",2338
"30442","ENSG00000255529","POLR2M",6574
"30449","ENSG00000255545","B3GAT1-DT",8255
"30453","ENSG00000255559","ZNF252P-AS1",3236
"30454","ENSG00000255561","FDXACB1",3551
"30456","ENSG00000255566","LOC100420899",504
"30457","ENSG00000255568","BRWD1-AS2",1028
"30458","ENSG00000255569","TRAV1-1",392
"30459","ENSG00000255571","MIR9-3HG",7265
"30461","ENSG00000255585","LOC651337",5276
"30462","ENSG00000255587","RAB44",4247
"30472","ENSG00000255717","SNHG1",3756
"30473","ENSG00000255733","IFNG-AS1",2125
"30474","ENSG00000255737","AGAP2-AS1",1500
"30477","ENSG00000255760","LINC02422",852
"30484","ENSG00000255823","MTRNR2L8",1303
"30485","ENSG00000255833","TIFAB",5923
"30486","ENSG00000255836","LOC100419928",1211
"30491","ENSG00000255867","DENND5B-AS1",1308
"30493","ENSG00000255874","PRECSIT",6265
"30500","ENSG00000255970","LINC02421",3135
"30501","ENSG00000255974","CYP2A6",2316
"30511","ENSG00000256021","ELOCP31",467
"30519","ENSG00000256053","COA8",3932
"30520","ENSG00000256060","TRAPPC2B",1843
"30522","ENSG00000256069","A2MP1",4657
"30524","ENSG00000256073","URB1-AS1",831
"30527","ENSG00000256087","ZNF432",5985
"30542","ENSG00000256222","MTRNR2L3",1539
"30543","ENSG00000256223","ZNF10",5541
"30544","ENSG00000256229","ZNF486",4261
"30546","ENSG00000256235","SMIM3",2332
"30547","ENSG00000256238","SUPT16HP1",3133
"30552","ENSG00000256269","HMBS",4247
"30553","ENSG00000256271","CACNA1C-AS2",609
"30558","ENSG00000256294","ZNF225",7226
"30573","ENSG00000256442","LOC105369728",532
"30580","ENSG00000256525","POLG2",3388
"30582","ENSG00000256537","SMIM10L1",4795
"30585","ENSG00000256553","TRAV1-2",402
"30589","ENSG00000256576","LINC02361",1484
"30591","ENSG00000256590","TRDV3",425
"30592","ENSG00000256594","LOC374443",3197
"30594","ENSG00000256612","CYP2B7P",4064
"30599","ENSG00000256628","ZBTB11-AS1",2743
"30605","ENSG00000256660","CLEC12B",3667
"30608","ENSG00000256683","ZNF350",4539
"30610","ENSG00000256690","STX5-DT",765
"30613","ENSG00000256723","LOC100421622",1180
"30615","ENSG00000256746","MADD-AS1",536
"30617","ENSG00000256751","PLBD1-AS1",596
"30620","ENSG00000256771","ZNF253",3626
"30625","ENSG00000256806","C17orf100",1756
"30626","ENSG00000256812","CAPNS2",1016
"30628","ENSG00000256862","PARP11-AS1",975
"30642","ENSG00000257017","HP",5405
"30652","ENSG00000257093","DENND11",7356
"30654","ENSG00000257103","LSM14A",4748
"30655","ENSG00000257108","NHLRC4",2105
"30665","ENSG00000257167","TMPO-AS1",3357
"30667","ENSG00000257176","LOC100506606",2813
"30669","ENSG00000257218","GATC",4422
"30672","ENSG00000257242","LINC01619",3642
"30673","ENSG00000257243","PARK7P1",541
"30675","ENSG00000257267","ZNF271P",5124
"30676","ENSG00000257279","LOC100506551",4196
"30678","ENSG00000257283","LOC105369911",540
"30679","ENSG00000257285","PRMT5-DT",989
"30683","ENSG00000257315","ZBED6",4250
"30685","ENSG00000257335","MGAM",10767
"30686","ENSG00000257337","LOC283335",5622
"30688","ENSG00000257365","FNTB",3948
"30692","ENSG00000257433","RPAP3-DT",4411
"30693","ENSG00000257446","ZNF878",1734
"30697","ENSG00000257495","KRT73-AS1",4094
"30701","ENSG00000257511","LOC100420981",1005
"30708","ENSG00000257545","LOC100287944",890
"30709","ENSG00000257550","LOC100652999",2297
"30717","ENSG00000257594","GALNT4",5399
"30718","ENSG00000257595","LINC02356",353
"30719","ENSG00000257596","SCAT2",735
"30720","ENSG00000257599","OVCH1-AS1",1841
"30724","ENSG00000257621","PSMA3-AS1",7409
"30728","ENSG00000257642","KCCAT198",549
"30733","ENSG00000257698","GIHCG",1312
"30734","ENSG00000257702","LBX2-AS1",2084
"30735","ENSG00000257704","INAFM1",1255
"30738","ENSG00000257727","CNPY2",2956
"30746","ENSG00000257752","LOC100420011",703
"30759","ENSG00000257815","PRANCR",1490
"30760","ENSG00000257838","OTOAP1",2661
"30764","ENSG00000257851","HNRNPA3P10",1138
"30773","ENSG00000257913","DDN-AS1",2238
"30774","ENSG00000257923","CUX1",17788
"30777","ENSG00000257950","P2RX5-TAX1BP3",5905
"30778","ENSG00000257957","QRSL1P3",1316
"30782","ENSG00000258017","LOC105369760",1632
"30786","ENSG00000258056","CD63-AS1",1443
"30787","ENSG00000258057","BCDIN3D-AS1",3586
"30792","ENSG00000258099","ATXN2-AS",485
"30793","ENSG00000258102","MAP1LC3B2",1767
"30795","ENSG00000258116","PPIAP45",476
"30798","ENSG00000258130","LOC613038",2707
"30802","ENSG00000258136","LOC101929162",1714
"30803","ENSG00000258137","LOC102724050",924
"30811","ENSG00000258227","CLEC5A",4129
"30817","ENSG00000258274","LOC101928731",1949
"30820","ENSG00000258289","CHURC1",5404
"30822","ENSG00000258301","VASH1-AS1",1843
"30823","ENSG00000258315","C17orf49",2628
"30830","ENSG00000258366","RTEL1",5995
"30836","ENSG00000258405","ZNF578",7189
"30839","ENSG00000258429","PDF",1158
"30843","ENSG00000258439","LOC100419503",542
"30844","ENSG00000258441","LINC00641",5715
"30845","ENSG00000258448","LOC100422493",511
"30851","ENSG00000258471","LOC101929718",1398
"30853","ENSG00000258476","LINC02207",1572
"30855","ENSG00000258484","SPESP1",1588
"30863","ENSG00000258512","LINC00239",639
"30864","ENSG00000258525","LOC100506071",2302
"30867","ENSG00000258545","RHOXF1-AS1",2495
"30868","ENSG00000258546","CENPUP2",1186
"30871","ENSG00000258551","CRAT37",2609
"30893","ENSG00000258640","RPL21P5",472
"30895","ENSG00000258643","BCL2L2-PABPN1",1548
"30898","ENSG00000258659","TRIM34",2690
"30899","ENSG00000258667","HIF1A-AS3",533
"30904","ENSG00000258689","LINC01269",602
"30906","ENSG00000258701","LINC00638",2518
"30913","ENSG00000258725","PRC1-AS1",1799
"30914","ENSG00000258727","AP1G2-AS1",3243
"30916","ENSG00000258731","DDHD1-DT",1076
"30917","ENSG00000258733","LINC02328",1568
"30919","ENSG00000258738","BAZ1A-AS1",2117
"30923","ENSG00000258754","LOC105369203",6795
"30937","ENSG00000258794","DUX4L27",1261
"30943","ENSG00000258818","RNASE4",2613
"30944","ENSG00000258819","LINC02289",2793
"30949","ENSG00000258839","MC1R",5566
"30951","ENSG00000258843","LOC105370489",392
"30955","ENSG00000258867","LINC01146",2807
"30957","ENSG00000258872","FDPSP3",1013
"30962","ENSG00000258890","CEP95",8048
"30968","ENSG00000258920","FOXN3-AS1",1077
"30969","ENSG00000258928","LOC102723604",529
"30971","ENSG00000258940","MIA2-AS1",1359
"30972","ENSG00000258947","TUBB3",4430
"30973","ENSG00000258949","LOC101927418",360
"30974","ENSG00000258951","KRT18P7",1219
"30983","ENSG00000258984","UBE2F-SCLY",3195
"30989","ENSG00000259004","LINC02285",943
"30996","ENSG00000259030","FPGT-TNNI3K",9358
"31002","ENSG00000259056","DUXAP1",463
"31004","ENSG00000259062","ACTN1-DT",936
"31006","ENSG00000259073","FOXN3-AS2",1262
"31007","ENSG00000259075","POC1B-GALNT4",5500
"31012","ENSG00000259092","TRAV30",337
"31020","ENSG00000259116","HSPA2-AS1",558
"31021","ENSG00000259118","LOC100506321",1377
"31022","ENSG00000259120","SMIM6",1086
"31023","ENSG00000259125","LRP1-AS",879
"31028","ENSG00000259151","CAP2P1",1390
"31029","ENSG00000259153","MAP3K9-DT",716
"31032","ENSG00000259158","ADAM20P1",3034
"31034","ENSG00000259165","DDX18P1",1992
"31042","ENSG00000259207","ITGB3",4394
"31045","ENSG00000259219","LOC105371022",2393
"31046","ENSG00000259224","SLC35G6",1697
"31047","ENSG00000259225","LINC02345",2448
"31052","ENSG00000259248","USP3-AS1",3624
"31061","ENSG00000259291","ZNF710-AS1",2902
"31063","ENSG00000259295","LOC440300",11495
"31064","ENSG00000259295","CSPG4P12",11495
"31067","ENSG00000259305","ZHX1-C8orf76",1528
"31068","ENSG00000259315","ACTG1P17",2096
"31069","ENSG00000259330","INAFM2",594
"31072","ENSG00000259351","LOC101928988",1072
"31076","ENSG00000259374","NDUFB4P11",2285
"31077","ENSG00000259379","MTND5P32",1802
"31078","ENSG00000259384","GH1",1196
"31084","ENSG00000259417","CTXND1",6890
"31092","ENSG00000259431","THTPA",2894
"31099","ENSG00000259456","ADNP-AS1",927
"31106","ENSG00000259479","SORD2P",2925
"31108","ENSG00000259494","MRPL46",6432
"31112","ENSG00000259516","ANP32AP1",1074
"31119","ENSG00000259540","LOC102723335",632
"31124","ENSG00000259583","ALDH1A3-AS1",6792
"31135","ENSG00000259658","LOC100128108",711
"31139","ENSG00000259671","MTCYBP23",1102
"31140","ENSG00000259673","IQCH-AS1",6732
"31144","ENSG00000259704","LOC105370969",402
"31145","ENSG00000259706","HSP90B2P",2384
"31147","ENSG00000259717","LINC00677",584
"31150","ENSG00000259728","LINC00933",3000
"31151","ENSG00000259736","CRTC3-AS1",957
"31162","ENSG00000259790","ANP32BP1",1297
"31164","ENSG00000259803","SLC22A31",2610
"31165","ENSG00000259804","CTCF-DT",899
"31166","ENSG00000259823","LYPD8",2237
"31167","ENSG00000259826","CDK13-DT",2234
"31177","ENSG00000259881","LOC101927793",3057
"31178","ENSG00000259883","EHD4-AS1",771
"31179","ENSG00000259884","NR4A1AS",915
"31187","ENSG00000259922","LOC100130044",1030
"31189","ENSG00000259933","LOC105371049",691
"31192","ENSG00000259954","IL21R-AS1",2615
"31193","ENSG00000259956","RBM15B",6641
"31198","ENSG00000260001","TGFBR3L",1516
"31203","ENSG00000260027","HOXB7",1528
"31204","ENSG00000260032","NORAD",5339
"31205","ENSG00000260034","LCMT1-AS2",7990
"31208","ENSG00000260063","LOC101928728",2000
"31211","ENSG00000260081","LOC105373383",787
"31212","ENSG00000260083","MIR762HG",1815
"31216","ENSG00000260097","SPDYE6",1691
"31217","ENSG00000260101","AFTPH-DT",1907
"31221","ENSG00000260128","ULK4P1",1563
"31222","ENSG00000260128","ULK4P2",1563
"31226","ENSG00000260144","LOC646665",1194
"31233","ENSG00000260219","CD2BP2-DT",992
"31234","ENSG00000260220","CCDC187",4811
"31236","ENSG00000260228","LOC102724163",1603
"31237","ENSG00000260229","PPIAP51",497
"31239","ENSG00000260231","KDM7A-DT",2380
"31242","ENSG00000260257","LOC119746555",2131
"31243","ENSG00000260259","LINC02166",721
"31244","ENSG00000260260","SNHG19",342
"31248","ENSG00000260279","LOC105371414",517
"31249","ENSG00000260280","SLX1B-SULT1A4",4054
"31251","ENSG00000260286","ARMH2",814
"31256","ENSG00000260314","MRC1",5198
"31257","ENSG00000260325","HSPB9",1922
"31258","ENSG00000260339","HEXA-AS1",2676
"31262","ENSG00000260386","LDC1P",3760
"31263","ENSG00000260388","LINC00562",2470
"31267","ENSG00000260423","LINC02367",4388
"31269","ENSG00000260428","SCX",999
"31272","ENSG00000260439","LMF1-AS1",1448
"31274","ENSG00000260452","TPRKBP2",475
"31275","ENSG00000260456","C16orf95",3670
"31286","ENSG00000260549","MT1L",411
"31291","ENSG00000260583","LINC00515",557
"31292","ENSG00000260589","STAM-DT",2595
"31299","ENSG00000260630","SNAI3-AS1",5037
"31303","ENSG00000260660","LOC105376731",1306
"31311","ENSG00000260727","SLC7A5P1",537
"31317","ENSG00000260778","MIR3677HG",980
"31321","ENSG00000260790","CDR2-DT",1455
"31322","ENSG00000260792","LINC02280",3816
"31325","ENSG00000260804","LINC01963",3148
"31326","ENSG00000260807","CEROX1",3905
"31331","ENSG00000260852","FBXL19-AS1",3951
"31343","ENSG00000260896","ARLNC1",2538
"31344","ENSG00000260898","ADPGK-AS1",3138
"31346","ENSG00000260903","XKR7",7844
"31348","ENSG00000260916","CCPG1",8790
"31349","ENSG00000260917","LOC103344931",4237
"31351","ENSG00000260927","LOC101927556",577
"31357","ENSG00000260941","LINC00622",1570
"31358","ENSG00000260942","CAPN10-DT",4000
"31368","ENSG00000261008","LINC01572",4752
"31371","ENSG00000261024","GS1-279B7.1",1088
"31373","ENSG00000261040","WFDC21P",1099
"31376","ENSG00000261052","SULT1A3",2561
"31382","ENSG00000261087","ZNNT1",2825
"31386","ENSG00000261097","LINC00563",1400
"31387","ENSG00000261105","LMO7-AS1",593
"31388","ENSG00000261115","TMEM178B",10656
"31391","ENSG00000261126","RBFADN",6623
"31392","ENSG00000261136","LOC105370941",3047
"31393","ENSG00000261143","ADAMTS7P3",3758
"31394","ENSG00000261150","EPPK1",16002
"31400","ENSG00000261183","SPINT1-AS1",1239
"31405","ENSG00000261202","TNRC6B-DT",1463
"31410","ENSG00000261221","ZNF865",4005
"31412","ENSG00000261236","BOP1",3716
"31422","ENSG00000261286","ATP2C2-AS1",2998
"31425","ENSG00000261308","FIGNL2",1957
"31430","ENSG00000261336","EIF4BP5",1795
"31434","ENSG00000261360","OTULIN-DT",2797
"31437","ENSG00000261366","MANEA-DT",2268
"31438","ENSG00000261371","PECAM1",7759
"31439","ENSG00000261373","VPS9D1-AS1",1753
"31441","ENSG00000261394","LOC101927227",539
"31445","ENSG00000261408","TEN1-CDK3",3898
"31447","ENSG00000261423","TMEM202-AS1",2713
"31453","ENSG00000261448","LOC102723692",641
"31454","ENSG00000261455","LINC01003",1764
"31459","ENSG00000261504","LINC01686",1376
"31468","ENSG00000261527","LOC100420066",722
"31469","ENSG00000261528","CCNYL7",726
"31470","ENSG00000261556","SMG1P7",4360
"31475","ENSG00000261594","TPBGL",2793
"31477","ENSG00000261609","GAN",15406
"31482","ENSG00000261645","DISC1FP1",2926
"31484","ENSG00000261652","C15orf65",843
"31485","ENSG00000261656","BEAN1-AS1",1037
"31500","ENSG00000261716","H2BC20P",4527
"31502","ENSG00000261737","CLCA4-AS1",961
"31505","ENSG00000261740","BOLA2-SMG1P6",3591
"31508","ENSG00000261744","ZFPM1-AS1",733
"31516","ENSG00000261777","DDX19A-DT",1508
"31520","ENSG00000261794","GOLGA8H",1899
"31522","ENSG00000261798","LOC101929536",1196
"31523","ENSG00000261801","LOXL1-AS1",4221
"31530","ENSG00000261824","LINC00662",7958
"31532","ENSG00000261840","LOC730183",1148
"31537","ENSG00000261879","ZNF594-DT",2190
"31540","ENSG00000261924","LOC400627",4207
"31541","ENSG00000261934","PCDHGA9",4749
"31553","ENSG00000262118","MTCO1P28",1528
"31556","ENSG00000262155","LINC02175",1875
"31559","ENSG00000262185","LINC02861",1394
"31562","ENSG00000262209","PCDHGB3",4757
"31563","ENSG00000262223","LOC100130370",1078
